Drug name	Drug number	Line number	Advice Text	AdviceTag1	AdviceTag2	AdviceTag3	AdviceTag4	Medication	Food	Activity	Exercise	Disease
Risperdal	131	99	"If you are planning pregnancy, become pregnant, or think you may be pregnant, immediately discuss with your doctor the benefits and risks of using this medication during pregnancy. This medication passes into breast milk and may have undesirable effects on a nursing infant. Consult your doctor before breast-feeding."	Pregnancy related								
Risperdal	131	106	A product that may interact with this drug is: metoclopramide.	Other drugs related				metoclopramide				
Risperdal	131	107	"Tell your doctor or pharmacist if you are taking other products that cause drowsiness including alcohol, antihistamines (such as cetirizine, diphenhydramine), drugs for sleep or anxiety (such as alprazolam, diazepam, zolpidem), muscle relaxants, and narcotic pain relievers (such as codeine)."	Other drugs related	Food or beverage related	Disease or symptom related		antihistamines ; cetirizine; diphenhydramine; drugs for sleep or anxiety ; alprazolam; diazepam; zolpidem; muscle relaxants; narcotic pain relievers ; codeine;	alcohol			
Risperdal	131	108	Check the labels on all your medicines (such as allergy or cough-and-cold products) because they may contain ingredients that cause drowsiness. Ask your pharmacist about using those products safely.	Other drugs related				allergy ; cough-and-cold products				
Senokot	134	12	HOW TO USE:  Take this medication by mouth as directed by your doctor.	Drug administration related								
Senokot	134	21	Do not take this medication for more than 7 days unless directed by your doctor. Serious side effects may occur with overuse of this medication (see also Side Effects section).	Drug administration related	Temporal							
Senokot	134	50	Caution is advised if you have diabetes or any other condition that requires you to limit/avoid sugar in your diet.	Food or beverage related	Disease or symptom related				sugar			diabetes
Senokot	134	55	"This medication passes into breast milk, but is unlikely to harm a nursing infant. Consult your doctor before breast-feeding."	Pregnancy related								
Seroquel	135	40	"To help you remember, take it at the same time each day."	Drug administration related	Temporal							
Seroquel	135	57	"This medication may rarely make your blood sugar level rise, which can cause or worsen diabetes."	Disease or symptom related								
Seroquel	135	61	"This drug may also cause significant weight gain and a rise in your blood cholesterol (or triglyceride) levels. These effects, along with diabetes, may increase your risk for developing heart disease."	Disease or symptom related								diabetes; heart disease
Seroquel	135	66	"Quetiapine may rarely cause a condition known as tardive dyskinesia. In some cases, this condition may be permanent. Tell your doctor right away if you develop any unusual/uncontrolled movements (especially of the face, lips, mouth, tongue, arms or legs)."	Disease or symptom related				Quetiapine				tardive dyskinesia
Seroquel	135	69	"This medication may rarely cause a very serious condition called neuroleptic malignant syndrome (NMS). Get medical help right away if you have any of the following symptoms: fever, muscle stiffness/pain/tenderness/weakness, severe tiredness, severe confusion, sweating, fast/irregular heartbeat, dark urine, signs of kidney problems (such as change in the amount of urine)."	Disease or symptom related								neuroleptic malignant syndrome ;NMS; fever; muscle stiffness;pain;tenderness;weakness; severe tiredness; severe confusion; sweating; fast;irregular heartbeat; dark urine; signs of kidney problems
Seroquel	135	92	"This drug may make you dizzy, drowsy or cause blurred vision. Do not drive, use machinery, or do any activity that requires alertness or clear vision until you are sure you can perform such activities safely."	Disease or symptom related	Activity or lifestyle related					drive; use machinery; any activity that requires alertness oe clear vision		
Seroquel	135	94	Avoid alcoholic beverages.	Food or beverage related					Alcoholic beverage; alcohol; 			
Seroquel	135	97	"The risk of QT prolongation may be increased if you have certain medical conditions or are taking other drugs that may cause QT prolongation. Before using quetiapine, tell your doctor or pharmacist of all the drugs you take and if you have any of the following conditions: certain heart problems (heart failure, slow heartbeat, QT prolongation in the EKG), family history of certain heart problems (QT prolongation in the EKG, sudden cardiac death)."	Disease or symptom related	Other drugs related			quetiapine				heart failure; slow heartbeat; QT prolongation in the EKG; sudden cardiac death
Seroquel	135	99	"Low levels of potassium or magnesium in the blood may also increase your risk of QT prolongation. This risk may increase if you use certain drugs (such as diuretics/""water pills"") or if you have conditions such as severe sweating, diarrhea, or vomiting."	Disease or symptom related	Other drugs related			diuretics; water pills				QT prolongation; severe sweating; diarrhea; or vomiting
Seroquel	135	111	"During pregnancy, this medication should be used only when clearly needed. Babies born to mothers who have used this drug during the last 3 months of pregnancy may rarely develop symptoms including muscle stiffness or shakiness, drowsiness, feeding/breathing difficulties, or constant crying. If you notice any of these symptoms in your newborn especially during their first month, tell the doctor right away. Since untreated mental/mood problems (such as schizophrenia, bipolar disorder, depression) can be a serious condition, do not stop taking this medication unless directed by your doctor."	Pregnancy related	Disease or symptom related							muscle stiffness or shakiness; drowsiness; feeding;breathing difficulties; or constant crying. schizophrenia; bipolar disorder; depression
Seroquel	135	115	"If you are planning pregnancy, become pregnant, or think you may be pregnant, immediately discuss with your doctor the benefits and risks of using this medication during pregnancy."	Pregnancy related								
Seroquel	135	116	This medication passes into breast milk and may have undesirable effects on a nursing infant. Consult your doctor before breast-feeding.	Pregnancy related								
Seroquel	135	122	"Many drugs besides quetiapine may affect the heart rhythm (QT prolongation), including amiodarone, moxifloxacin, procainamide, quinidine, sotalol, thioridazine, among others."	Other drugs related				quetiapine; amiodarone; moxifloxacin; procainamide; quinidine; sotalol; thioridazine				QT prolongation
Seroquel	135	123	"Other medications can affect the removal of quetiapine from your body, which may affect how quetiapine works. Examples include azole antifungals (such as itraconazole, ketoconazole), rifamycins (such as rifampin), drugs used to treat seizures (such as carbamazepine, phenytoin), among others."	Other drugs related				quetiapine; azole antifungals ; itraconazole; ketoconazole; rifamycins ; rifampin;  carbamazepine; phenytoin;				
Seroquel	135	125	"Tell your doctor or pharmacist if you are taking other products that cause drowsiness including alcohol, antihistamines (such as cetirizine, diphenhydramine), drugs for sleep or anxiety (such as alprazolam, diazepam, zolpidem), muscle relaxants, and narcotic pain relievers (such as codeine)."	Food or beverage related	Other drugs related	Disease or symptom related		antihistamines ; cetirizine; diphenhydramine; drugs for sleep or anxiety ; alprazolam; diazepam; zolpidem; muscle relaxants; narcotic pain relievers ; codeine;	alcohol			
Seroquel	135	126	Check the labels on all your medicines (such as allergy or cough-and-cold products) because they may contain ingredients that cause drowsiness.	Other drugs related	Disease or symptom related			allergy ; cough-and-cold products				
Singulair	137	16	Take this medication by mouth with or without food as directed by your doctor.	Food or beverage related	Drug administration related							
Singulair	137	18	"You may swallow your dose plain, dissolve it in certain liquids, or mix it with a spoonful of soft food (such as applesauce) before swallowing. After opening the foil packet, take your dose within 15 minutes."	Food or beverage related	Drug administration related	Temporal			applesauce			
Singulair	137	20	"If you are mixing the granules in liquid, empty the packet into a small cup with 1 teaspoon (5 milliliters) of baby formula or breast milk (cool or at room temperature). Do not mix with water or other liquids. Stir well, and take the entire mixture right away. After taking the liquid mixture, you may drink other liquids if desired."	Food or beverage related	Drug administration related				baby formula; breast milk; water			
Singulair	137	25	"If you are mixing the granules in soft food, mix only with the following foods: applesauce, mashed carrots, rice, or ice cream. Empty the packet into a small cup with 1 spoonful of soft food (cool or at room temperature) and mix completely. Take all of the mixture right away. Do not save it for later use."	Food or beverage related	Drug administration related				applesauce; mashed carrots; rice; ice cream			
Singulair	137	29	Take this medication at the same time each day.	Drug administration related	Temporal							
Singulair	137	30	"If you are taking this medication for asthma or for both asthma and allergies, take your dose in the evening."	Drug administration related	Disease or symptom related	Temporal						astma; allergy
Singulair	137	31	"If you are taking montelukast to prevent only allergies, take your dose either in the morning or the evening."	Drug administration related	Disease or symptom related	Temporal		montelukast				allergy
Singulair	137	32	"If you are taking this medication to prevent breathing problems during exercise, take your dose at least 2 hours before exercise."	Drug administration related	Disease or symptom related	Temporal	Exercise related					breathing problems
Singulair	137	33	Do not take more than one dose in 24 hours.	Drug administration related	Temporal							
Singulair	137	34	Do not take a dose before exercise if you are already taking this medication daily for asthma or allergies. Doing so may increase the risk of side effects.	Exercise related	Drug administration related	Disease or symptom related	Temporal			exercise		astma; allergy
Singulair	137	64	"During pregnancy, this medication should be used only when clearly needed. Discuss the risks and benefits with your doctor."	Pregnancy related								
Singulair	137	66	It is unknown if this medication passes into breast milk. Consult your doctor before breast-feeding.	Pregnancy related								
Soma	138	11	"HOW TO USE:  Take this medication by mouth with or without food as directed by your doctor, usually 4 times a day."	Food or beverage related	Drug administration related	Temporal						
Soma	138	40	"PRECAUTIONS:  Before taking carisoprodol, tell your doctor or pharmacist if you are allergic to it; or to meprobamate, tybamate, or mebutamate; or if you have any other allergies."	Other drugs related				carisoprodol; meprobamate; tybamate; mebutamate				allergy
Soma	138	44	"This drug may make you dizzy or drowsy. Do not drive, use machinery, or do any activity that requires alertness until you are sure you can perform such activities safely."	Disease or symptom related	Activity or lifestyle related					drive; use machinery; any activity that requires alertness		
Soma	138	46	Avoid alcoholic beverages.	Food or beverage related					Alcoholic beverage; alcohol; 			
Soma	138	50	"This medication is not recommended for use during the first 3 months of pregnancy. It may harm an unborn baby. During the last 6 months of pregnancy, this medication should be used only when clearly needed. Discuss the risks and benefits with your doctor."	Pregnancy related								
Soma	138	54	This medication passes into breast milk and may have undesirable effects on a nursing infant. Consult your doctor before breast-feeding.	Pregnancy related								
Soma	138	60	"Tell your doctor or pharmacist if you are taking other products that cause drowsiness including alcohol, antihistamines (such as cetirizine, diphenhydramine), drugs for sleep or anxiety (such as alprazolam, diazepam, meprobamate, zolpidem), other muscle relaxants, and narcotic pain relievers (such as codeine)."	Other drugs related	Disease or symptom related			antihistamines ; cetirizine; diphenhydramine; drugs for sleep or anxiety ; alprazolam; diazepam; zolpidem; muscle relaxants; narcotic pain relievers ; codeine;	alcohol			
Soma	138	61	Check the labels on all your medicines (such as allergy or cough-and-cold products) because they may contain ingredients that cause drowsiness.	Other drugs related	Disease or symptom related			allergy or cough-and-cold products				
Starlix	139	16	"Take this medication by mouth 1-30 minutes before each main meal, usually 3 times daily, or as directed by your doctor. Take this drug no earlier than 30 minutes before the meal. Do not take a dose of medication if you are skipping that meal."	Food or beverage related	Drug administration related	Temporal						
Starlix	139	33	Nateglinide can cause low blood sugar (hypoglycemia) especially if you are taking other medicines for diabetes.	Disease or symptom related	Other drugs related			Nateglinide				low blood sugar ;hypoglycemia; diabetes
Starlix	139	34	"Consuming large quantities of alcohol, not getting enough calories from food, or doing unusually heavy exercise may also lead to low blood sugar."	Food or beverage related	Exercise related	Disease or symptom related			alcohol	heavy exercise	heavy exercise	low blood sugar
Starlix	139	36	"It is a good habit to carry glucose tablets or gel to treat low blood sugar. If you don't have these reliable forms of glucose, raise your blood sugar quickly by eating a quick source of sugar such as table sugar, honey, candy, or drinking a glass of fruit juice or non-diet soda."	Other drugs related	Food or beverage related			glucose tablets or gel	sugar; honey; candy; fruit juice; non-diet soda.			low blood sugar
Starlix	139	41	Your doctor may need to adjust your diabetes medication(s).	Disease or symptom related	Other drugs related							diabetes
Starlix	139	58	"Do not drive, use machinery, or do any activity that requires alertness or clear vision until you are sure you can perform such activities safely."	Activity or lifestyle related						drive; use machinery; any activity that requires alertness or clear vision		
Starlix	139	59	Limit alcohol while taking this medication because it can increase the risk of developing low blood sugar.	Food or beverage related	Disease or symptom related				alcohol			low blood sugar
Starlix	139	62	"During pregnancy, this medication should be used only when clearly needed. Pregnancy may cause or worsen diabetes. Discuss a plan with your doctor for managing your blood sugar while pregnant. Your doctor may change your diabetes treatment during your pregnancy. Discuss the risks and benefits of different treatments (such as diet, exercise, and medications including insulin)."	Pregnancy related		Food or beverage related	Exercise related					diabetes
Starlix	139	67	It is not known whether this drug passes into breast milk. Consult your doctor before breast-feeding.	Pregnancy related								
Starlix	139	77	"Your doctor may need to adjust your diabetes medication, exercise program, or diet."	Food or beverage related	Activity or lifestyle related	Exercise related						diabetes
Starlix	139	78	Check the labels on all your nonprescription medicines (such as cough-and-cold products) because they may contain ingredients that could affect your blood sugar.	Other drugs related	Disease or symptom related			cough-and-cold products				
Starlix	139	80	"Beta-blocker medications (such as metoprolol, propranolol, glaucoma eye drops such as timolol) may prevent the fast/pounding heartbeat you would usually feel when your blood sugar level falls too low (hypoglycemia)."	Other drugs related				Beta-blocker medications ; metoprolol; propranolol; glaucoma eye drops ; timolol;				hypoglycemia
Synthroid	141	17	"HOW TO USE:  Take this medication by mouth as directed by your doctor, usually once daily on an empty stomach, 30 minutes to 1 hour before breakfast. Take this medication with a full glass of water unless your doctor directs you otherwise."	Food or beverage related	Drug administration related	Temporal						
Synthroid	141	27	"To help you remember, take it at the same time each day."	Drug administration related	Temporal							
Synthroid	141	32	"Certain medications (such as cholestyramine, colestipol, colesevelam, antacids, sucralfate, simethicone, iron, sodium polystyrene sulfonate, calcium supplements, orlistat, sevelamer, among others) can decrease the amount of thyroid hormone that is absorbed by your body."	Other drugs related				holestyramine; colestipol; colesevelam; antacids; sucralfate; simethicone; iron; sodium polystyrene sulfonate; calcium supplements; orlistat; sevelamer				
Synthroid	141	33	"If you are taking any of these drugs, separate them from this medication by at least 4 hours."	Drug administration related	Other drugs related	Temporal						
Synthroid	141	61	Levothyroxine passes into breast milk but is unlikely to harm a nursing infant. Consult your doctor before breast-feeding.	Pregnancy related				Levothyroxine				
Topamax	143	15	"Take this medication by mouth with or without food as directed by your doctor, usually once a day."	Food or beverage related	Drug administration related	Temporal						
Topamax	143	19	"Do not drink alcoholic beverages for 6 hours before or 6 hours after taking topiramate extended release capsules, since alcohol may affect how well this medication works."	Food or beverage related	Drug administration related	Temporal		topiramate extended release capsules	Alcoholic beverage; alcohol; 			
Topamax	143	26	"To help you remember, take it at the same time each day."	Drug administration related	Temporal							
Topamax	143	62	Avoid alcoholic beverages.	Food or beverage related					Alcoholic beverage; alcohol; 			
Topamax	143	63	"This medication may make you sweat less, making you more likely to get heat stroke. Avoid doing things that may cause you to overheat, such as hard work or exercise in hot weather, or using hot tubs. When the weather is hot, drink a lot of fluids and dress lightly. If you overheat, quickly look for a place to cool down and rest."	Disease or symptom related	Activity or lifestyle related	Exercise related	Food or beverage related		fluid	hard work; using hot tubs; rest; exercise in hot weather;	exercise in hot weather	
Topamax	143	73	"During pregnancy, this medication should be used only when clearly needed. It may harm an unborn baby. However, if you are taking this drug to treat seizures, note that untreated seizures are a serious condition that can harm both a pregnant woman and her unborn baby, so do not stop taking this medication unless directed by your doctor. Discuss the use of reliable forms of birth control with your doctor (see also Drug Interactions section)."	Pregnancy related								
Topamax	143	77	"If you are planning pregnancy, become pregnant, or think you may be pregnant, immediately talk to your doctor about the benefits and risks of using this medication during pregnancy."	Pregnancy related								
Topamax	143	78	This medication passes into breast milk and may have undesirable effects on a nursing infant. Consult your doctor before breast-feeding.	Pregnancy related								
Topamax	143	85	"This medication may decrease the effectiveness of hormonal birth control such as pills, patch, or ring. This could cause pregnancy. Discuss with your doctor or pharmacist if you should use additional reliable birth control methods while using this medication. Also tell your doctor if you have any new spotting or breakthrough bleeding, because these may be signs that your birth control is not working well."	Other drugs related	Pregnancy related			hormonal birth control ; pills; patch; or ring				
Topamax	143	89	"Tell your doctor or pharmacist if you are taking other products that cause drowsiness including alcohol, antihistamines (such as cetirizine, diphenhydramine), drugs for sleep or anxiety (such as alprazolam, diazepam, zolpidem), muscle relaxants, and narcotic pain relievers (such as codeine)."	Food or beverage related	Other drugs related	Disease or symptom related		antihistamines ; cetirizine; diphenhydramine; drugs for sleep or anxiety ; alprazolam; diazepam; zolpidem; muscle relaxants; narcotic pain relievers ; codeine;	alcohol			
Topamax	143	90	Check the labels on all your medicines (such as allergy or cough-and-cold products) because they may contain ingredients that cause drowsiness.	Other drugs related	Disease or symptom related			allergy or cough-and-cold products				
Toprol	144	22	"Take this medication by mouth, with or right after a meal, as directed by your doctor, usually once daily."	Food or beverage related	Drug administration related	Temporal						
Toprol	144	31	"To help you remember, take it at the same time each day."	Drug administration related	Temporal							
Toprol	144	45	"To reduce the risk of dizziness and lightheadedness, get up slowly when rising from a sitting or lying position."	Activity or lifestyle related						sitting; lying; rising; getting up; 		
Toprol	144	74	"Your doctor may need to adjust your diabetes medication, exercise program, or diet."	Food or beverage related	Exercise related							diabetes
Toprol	144	78	Limit alcoholic beverages.	Food or beverage related					Alcoholic beverage; alcohol; 			
Toprol	144	79	"During pregnancy, this medication should be used only when clearly needed. It may harm an unborn baby. Discuss the risks and benefits with your doctor."	Pregnancy related								
Toprol	144	82	This drug passes into breast milk. Discuss the risks and benefits with your doctor before breast-feeding.	Pregnancy related								
Toprol	144	88	A product that may interact with this drug is: fingolimod.	Other drugs related				fingolimod				
Toprol	144	89	"Other medications can affect the removal of metoprolol from your body, which may affect how metoprolol works. Examples include lumefantrine, propafenone, quinidine, SSRI antidepressants (such as fluoxetine, paroxetine), St. John's wort, among others."	Other drugs related				umefantrine; propafenone; quinidine; SSRI antidepressants ; fluoxetine; paroxetine; St. John's wort				
Toprol	144	92	"Check the labels on all your medicines (such as cough-and-cold products, diet aids, or NSAIDs such as ibuprofen, naproxen) because they may contain ingredients that could increase your blood pressure/heart rate or worsen your heart failure."	Other drugs related	Disease or symptom related			cough-and-cold products; diet aids; NSAIDs ; ibuprofen; naproxen				heart failure
Toprol	144	100	"Talk with your doctor about lifestyle changes that may help this medication work better (such as stress reduction programs, exercise, and dietary changes)."	Food or beverage related	Activity or lifestyle related	Exercise related						
tramadol	145	11	"HOW TO USE:  Take this medication on a regular schedule as directed by your doctor, usually once daily (every 24 hours). If you have nausea, it may help to take this drug with food."	Drug administration related	Temporal	Food or beverage related						nausea
tramadol	145	13	Ask your doctor or pharmacist about other ways to decrease nausea (such as lying down for 1 to 2 hours with as little head movement as possible).	Activity or lifestyle related	Disease or symptom related	Temporal				lying down		nausea
tramadol	145	23	"Other pain relievers (such as acetaminophen, ibuprofen) may also be prescribed."	Other drugs related				pain relievers ; acetaminophen; ibuprofen;				
tramadol	145	38	"To prevent constipation, eat a diet adequate in fiber, drink plenty of water, and exercise. Ask your pharmacist for help in selecting a laxative (such as a stimulant type with stool softener)."	Food or beverage related	Exercise related	Disease or symptom related	Other drugs related	laxative ; a stimulant type with stool softener;	water; fiber; 			
tramadol	145	40	"To reduce the risk of dizziness and lightheadedness, get up slowly when rising from a sitting or lying position."	Activity or lifestyle related						sitting; lying; rising; getting up; 		
tramadol	145	45	"This medication may increase serotonin and rarely cause a very serious condition called serotonin syndrome/toxicity. The risk increases if you are also taking other drugs that increase serotonin, so tell your doctor or pharmacist of all the drugs you take (see Drug Interactions section)."	Disease or symptom related	Other drugs related							serotonin syndrome;toxicity
tramadol	145	63	"This drug may make you dizzy or drowsy. Do not drive, use machinery, or do any activity that requires alertness until you are sure you can perform such activities safely."	Disease or symptom related	Activity or lifestyle related					drive; use machinery; any activity that requires alertness		
tramadol	145	65	Avoid alcoholic beverages.	Food or beverage related					Alcoholic beverage; alcohol; 			
tramadol	145	69	"Tell your doctor if you are pregnant or if you plan to become pregnant. During pregnancy, this medication should be used only when clearly needed. It may slightly increase the risk of birth defects if used during the first two months of pregnancy. Also, using it for a long time or in high doses near the expected delivery date may harm the unborn baby. To lessen the risk, take the smallest effective dose for the shortest possible time. Tell the doctor right away if you notice any symptoms in your newborn baby such as slow/shallow breathing, irritability, abnormal/persistent crying, vomiting, or diarrhea."	Pregnancy related								slow;shallow breathing; irritability; abnormal;persistent crying; vomiting; diarrhea
tramadol	145	75	"This medication passes into breast milk and may rarely have undesirable effects on a nursing infant. Tell the doctor right away if your baby develops unusual sleepiness, difficulty feeding, or trouble breathing. Consult your doctor before breast-feeding."	Pregnancy related								
tramadol	145	82	"Some products that may interact with this drug include: certain pain medications (mixed opioid agonist-antagonists such as pentazocine, nalbuphine, butorphanol), opioid antagonists (such as naltrexone)."	Other drugs related				pain medications; mixed opioid agonist-antagonists ; pentazocine; nalbuphine; butorphanol; opioid antagonists ; naltrexone;				
tramadol	145	83	"Taking MAO inhibitors with this medication may cause a serious (possibly fatal) drug interaction. Avoid taking MAO inhibitors (isocarboxazid, linezolid, methylene blue, moclobemide, phenelzine, procarbazine, rasagiline, selegiline, tranylcypromine) during treatment with this medication. Most MAO inhibitors should also not be taken for two weeks before treatment with this medication."	Other drugs related	Temporal	Disease or symptom related	Drug administration related	MAO inhibitors ;isocarboxazid; linezolid; methylene blue; moclobemide; phenelzine; procarbazine; rasagiline; selegiline; tranylcypromine;				
tramadol	145	91	"Other medications can affect the removal of tramadol from your body, which may affect how tramadol works. Examples include quinidine, azole antifungals (such as itraconazole), HIV drugs (such as ritonavir), macrolide antibiotics (such as erythromycin), rifamycins (such as rifampin), drugs used to treat seizures (such as carbamazepine), among others."	Other drugs related	Disease or symptom related			quinidine; azole antifungals ; itraconazole; HIV drugs ; ritonavir; macrolide antibiotics ; erythromycin; rifamycins ; rifampin; drugs used to treat seizures ; carbamazepine;				
TriCor	147	19	Some forms of this drug should be taken with food but others may be taken with or without food.	Food or beverage related	Drug administration related							
TriCor	147	23	"If you are also taking certain other drugs to lower your cholesterol (bile acid-binding resins such as cholestyramine or colestipol), take fenofibrate at least 1 hour before or at least 4 to 6 hours after taking these medications. These medications can bind to fenofibrate, preventing your body from fully absorbing the drug."	Other drugs related	Temporal			bile acid-binding resins ; cholestyramine or colestipol; fenofibrate				
TriCor	147	26	"To help you remember, take it at the same time each day."	Drug administration related	Temporal							
TriCor	147	31	It is very important to continue to follow your doctor's advice about diet and exercise.	Food or beverage related	Exercise related							
TriCor	147	57	"This product may contain inactive ingredients (such as soy), which can cause allergic reactions or other problems."	Disease or symptom related					soy			allergy
TriCor	147	61	This medication is not recommended for use during pregnancy. It may harm an unborn baby. Discuss the risks and benefits with your doctor.	Pregnancy related								
TriCor	147	64	"It is unknown if this medication passes into breast milk. Because of the possible risk to the infant, breast-feeding while using this drug is not recommended. Consult your doctor before breast-feeding."	Pregnancy related								
TriCor	147	72	"Some products that may interact with this drug include: ""blood thinners"" (such as warfarin)."	Other drugs related				blood thinners ; warfarin;				
TriCor	147	73	Fenofibrate is very similar to fenofibric acid. Do not use medications containing fenofibric acid while using fenofibrate.	Other drugs related	Drug administration related			Fenofibrate;	fenofibric acid			
Tylenol	149	17	"Daily alcohol use, especially when combined with acetaminophen, may damage your liver. Avoid alcohol."	Food or beverage related				acetaminophen	alcohol			
Tylenol	149	75	Acetaminophen passes into breast milk. Consult your doctor before breast-feeding.	Pregnancy related				acetaminophen				
Tylenol	149	82	A product that may interact with this drug is: ketoconazole.	Other drugs related				ketoconazole				
Ultram	150	12	"If you have nausea, it may help to take this drug with food. "	Food or beverage related	Drug administration related	Disease or symptom related						nausea
Ultram	150	12	Ask your doctor or pharmacist about other ways to decrease nausea (such as lying down for 1 to 2 hours with as little head movement as possible).	Drug administration related	Disease or symptom related	Activity or lifestyle related	Temporal			lying down		nausea
Ultram	150	40	"To reduce the risk of dizziness and lightheadedness, get up slowly when rising from a sitting or lying position."	Activity or lifestyle related						sitting; lying; rising; getting up; 		
Ultram	150	45	"This medication may increase serotonin and rarely cause a very serious condition called serotonin syndrome/toxicity. The risk increases if you are also taking other drugs that increase serotonin, so tell your doctor or pharmacist of all the drugs you take (see Drug Interactions section)."	Disease or symptom related								serotonin syndrome;toxicity
Ultram	150	63	"This drug may make you dizzy or drowsy. Do not drive, use machinery, or do any activity that requires alertness until you are sure you can perform such activities safely."	Disease or symptom related	Activity or lifestyle related					drive; use machinery; any activity that requires alertness		
Ultram	150	65	Avoid alcoholic beverages.	Food or beverage related					Alcoholic beverage; alcohol; 			
Ultram	150	69	"Tell your doctor if you are pregnant or if you plan to become pregnant. During pregnancy, this medication should be used only when clearly needed. It may slightly increase the risk of birth defects if used during the first two months of pregnancy. Also, using it for a long time or in high doses near the expected delivery date may harm the unborn baby. To lessen the risk, take the smallest effective dose for the shortest possible time."	Pregnancy related								
Ultram	150	75	"This medication passes into breast milk and may rarely have undesirable effects on a nursing infant. Tell the doctor right away if your baby develops unusual sleepiness, difficulty feeding, or trouble breathing. Consult your doctor before breast-feeding."	Pregnancy related								
Ultram	150	82	"Some products that may interact with this drug include: certain pain medications (mixed opioid agonist-antagonists such as pentazocine, nalbuphine, butorphanol), opioid antagonists (such as naltrexone)."	Other drugs related				pain medications ;mixed opioid agonist-antagonists ; pentazocine; nalbuphine; butorphanol; opioid antagonists ; naltrexone;				
Ultram	150	83	"Taking MAO inhibitors with this medication may cause a serious (possibly fatal) drug interaction. Avoid taking MAO inhibitors (isocarboxazid, linezolid, methylene blue, moclobemide, phenelzine, procarbazine, rasagiline, selegiline, tranylcypromine) during treatment with this medication. Most MAO inhibitors should also not be taken for two weeks before treatment with this medication."	Other drugs related	Disease or symptom related	Temporal	Drug administration related	MAO inhibitors ;isocarboxazid; linezolid; methylene blue; moclobemide; phenelzine; procarbazine; rasagiline; selegiline; tranylcypromine;				
Ultram	150	87	"The risk of serotonin syndrome/toxicity increases if you are also taking other drugs that increase serotonin. Examples include street drugs such as MDMA/""ecstasy,"" St. John's wort, certain antidepressants (including SSRIs such as fluoxetine/paroxetine, SNRIs such as duloxetine/venlafaxine), among others. The risk of serotonin syndrome/toxicity may be more likely when you start or increase the dose of these drugs."	Other drugs related	Disease or symptom related			MDMA/ecstasy; St. John's wort;  antidepressants ; other SSRIs ; citalopram/paroxetine; SNRIs ; duloxetine/venlafaxine; tryptophan				serotonin syndrome;toxicity
Ultram	150	94	"Therefore, tell your doctor or pharmacist if you are taking other products such as alcohol, allergy or cough-and-cold products, medicine for sleep or anxiety (such as alprazolam, diazepam, zolpidem), muscle relaxants, other narcotic pain relievers (such as morphine), and psychiatric medicines (such as risperidone, amitriptyline, trazodone)."	Food or beverage related	Other drugs related	Disease or symptom related		allergy or cough-and-cold products; medicine for sleep or anxiety ; alprazolam; diazepam; zolpidem; muscle relaxants; other narcotic pain relievers ; morphine; and psychiatric medicines ; risperidone; amitriptyline; trazodone;	alcohol			
warfarin	157	28	"It is important to eat a balanced, consistent diet while taking warfarin."	Food or beverage related				warfarin				
warfarin	157	29	"Some foods can affect how warfarin works in your body and may affect your treatment and dose. Avoid sudden large increases or decreases in your intake of foods high in vitamin K (such as broccoli, cauliflower, cabbage, brussels sprouts, kale, spinach, and other green leafy vegetables, liver, green tea, certain vitamin supplements)."	Food or beverage related				warfarin	vitamin K ; broccoli; cauliflower; cabbage; brussels sprouts; kale; spinach; ; green leafy vegetables; liver; green tea; certain vitamin supplements;			
warfarin	157	31	"If you are trying to lose weight, check with your doctor before you try to go on a diet."	Food or beverage related								
warfarin	157	66	Daily use of alcohol while using this medicine will increase your risk for stomach bleeding and may also affect how this medication works. Limit alcoholic beverages. Ask your doctor or pharmacist about how much alcohol you may safely drink.	Food or beverage related	Disease or symptom related				Alcoholic beverage; alcohol; 			stomach bleeding
warfarin	157	80	This medication is not recommended for use during pregnancy because of serious (possibly fatal) harm to an unborn baby.	Pregnancy related								
warfarin	157	81	"Discuss with your doctor the use of reliable forms of birth control while taking this medication and for 1 month after stopping the medication. If you become pregnant or think you may be pregnant, tell your doctor right away."	Pregnancy related								
warfarin	157	83	"If you are planning pregnancy, discuss a plan for managing your condition with your doctor before you become pregnant. Your doctor may switch the type of medication you use during pregnancy."	Pregnancy related								
warfarin	157	85	"Since this drug can be absorbed through the skin and lungs and may harm an unborn baby, women who are pregnant or who may become pregnant should not handle this medication or breathe the dust from the tablets."	Pregnancy related								
warfarin	157	86	Very small amounts of this medication may pass into breast milk but is unlikely to harm a nursing infant. Consult your doctor before breast-feeding.	Pregnancy related								
warfarin	157	98	"Some products that may interact with this drug include: capecitabine, imatinib, mifepristone."	Other drugs related				capecitabine; imatinib; mifepristone				
warfarin	157	99	"Aspirin, aspirin-like drugs (salicylates), and nonsteroidal anti-inflammatory drugs (NSAIDs such as ibuprofen, naproxen, celecoxib) may have effects similar to warfarin. These drugs may increase the risk of bleeding problems if taken during treatment with warfarin."	Other drugs related	Disease or symptom related			Aspirin; salicylates; nonsteroidal anti-inflammatory drugs ;NSAIDs ; ibuprofen; naproxen; celecoxib; warfarin;				bleeding
warfarin	157	101	Carefully check all prescription/nonprescription product labels (including drugs applied to the skin such as pain-relieving creams) since the products may contain NSAIDs or salicylates.	Other drugs related	Disease or symptom related			NSAIDs; salicylates				
